UniqueCount	AmbigCount
761	11
23	1
1	0
2	0
1	5
24	51
18	45
14	1
16	460
138	2
8	98
1	0
111	3
17	87
1	14
63	84
10	0
159	8
0	0
320	8
6	24
624	216
25	0
2	0
28	236
2	0
0	96
157	5
340	31
263	5
23	72
2	0
4	12
99	187
270	2
118	31
4	0
0	74
3	0
2	1
14	0
9	0
1793	121
16	0
204	3
2	901
0	0
114	474
51	1
6	120
47	0
0	0
0	36
0	4
33	90
0	2
10	4
5	0
1	0
1	0
0	109
0	526
680	8
1	10
0	202
0	0
9	0
32	93
0	105
475	5
452	134
69	32
26	17
0	3
4	0
11	4
4	23
22	393
28	1
172	1
50	0
7	26
46	41
11	1
2	1
35	428
0	20
3	9
0	0
0	0
0	248
0	81
20	0
1665	16
2446	613
30	62
156	1046
0	12
58	0
6	6
0	0
25	0
166	60
1	0
130	792
0	0
10	140
77	540
3	4
4	0
114	1
351	44
1224	15
62	0
8	0
2017	745
11	1
2	40
0	464
2	0
20	16
57	2
2	0
1126	10
0	1
1094	4
2	322
7	33
3	26
3	1
5381	69
1	0
1	111
7	8
1	0
0	3
0	0
16	58
93	1026
0	1
21	171
60	218
0	10
132	2
9	1
646	7
6	3
0	49
2	0
0	0
1	4
977	4
11	146
2	17
238	1
4	0
0	53
24	564
422	117
1435	12
2	0
0	0
0	0
158	1
51	740
5	0
3	27
6	24
5	0
61	86
160	438
0	234
122	2
157	502
11	280
6	34
40	67
25	354
145	0
1	0
9	6
141	1
296	6
5	0
34	147
6	51
88	3
4	0
56	3
48	1
4	0
24	25
277	2
21	4
72	2
7	6
13	2988
14	27
0	822
0	11
472	7
0	150
15	262
0	10
0	9
0	5
0	0
0	0
17	606
1	0
1	0
1215	10
9	51
76	731
83	59
10	12
2092	25
97	1
0	0
1	0
26	37
0	0
30	379
3	2
2	2
2	0
129	2
27	10
2	1
0	1
0	2
7	11
0	235
0	49
0	0
33	0
24	95
0	0
4	9
51	0
6	5
1	0
311	5
0	75
87	237
997	7
131	32
0	0
202	3
152	9
11	226
1149	9
310	60
37	0
59	4
56	10
14	32
33	66
19	44
10	0
3	23
0	214
61	59
0	0
0	0
0	2
8	69
3	14
30	71
335	6
8	3
17	1
6	1
0	303
0	0
24	199
1	383
21	188
0	38
30	59
4	0
31	133
34	71
49	0
24	1
5	584
7	38
0	158
149	641
0	0
52	233
2	0
220	1
8	0
7	0
1	0
59	131
2	35
27	1
11	2
18	0
2	358
569	65
1	224
12	8
0	1
63	18
3	4
149	3
0	10
330	97
1	1
0	102
3	4
69	755
9	26
2	59
47	1
1	346
59	0
8	0
1	0
259	312
13	0
23	0
46	194
9	29
0	491
381	4
3	0
24	40
1	0
0	593
0	133
14	2
0	0
292	1139
61	3
1	29
78	1
9	10
0	414
46	126
376	18
678	1189
33	206
595	5
0	898
77	0
36	2
26	254
63	0
3	4
119	0
737	9
0	758
45	86
4	0
85	1
3	0
2	0
78	0
54	135
411	28
309	30
15	201
235	94
2	5
135	3
69	0
0	351
54	19
53	15
126	16
72	1
15	51
118	2
1	0
73	150
0	50
712	5
26	0
11	0
9	0
41	0
0	667
0	15
0	49
23	120
4	0
0	0
5	17
30	0
0	0
1286	18
7	6
56	1
2	0
7	0
384	7
4	0
39	127
333	6
3	7
5	685
0	0
13	42
26	0
0	0
10	88
77	0
41	71
234	1702
11	0
14	140
68	284
2	0
554	3
1	0
0	0
3	0
0	294
36	417
98	0
0	0
2	2
2	2
366	4
254	4
1	1544
53	67
19	538
16	2
3	1
0	1
8	0
421	4
0	0
19	411
2	0
225	4
22	12
2	0
2	0
56	0
165	1
36	226
31	231
1	0
12	0
4	0
7	12
907	12
2	188
6	35
0	64
67	41
0	296
5	88
218	0
330	135
0	8
0	205
1	0
0	0
2	0
79	25
184	1
128	616
154	1
145	2
4	52
4	21
13	35
0	0
2	0
4	0
0	0
2	0
12	0
102	221
3	201
23	0
14	0
6	93
8	1
1455	14
139	0
1	5
90	19
30	200
26	28
0	0
0	3
5	55
151	2
77	137
4	0
179	2
1	43
0	211
42	1
288	4
0	2200
3	0
111	334
135	172
0	45
1	2
774	285
1	0
1	0
1	60
113	78
0	31
1	0
0	17
26	179
10	28
9	5
1	4
8	0
3	2
104	3
16	9
0	183
11	263
914	9
265	23
0	20
1	1
1	0
1	0
6	103
0	250
1	1
34	25
11	289
0	52
72	0
13	0
297	91
32	4
185	1
154	0
59	2977
5	29
0	86
15	2
7	0
0	19
74	1
0	8
218	3
15	59
0	98
6	6
0	0
2	16
6	209
1244	11
79	1
13	40
94	25
4	0
